audit_id,standard_reference,item_type,implemented_function_or_data_file,test_file,validation_case,status,comments
SP16-PROC-15-CLASSIFICATION,15,procedure,standard_core/structural_detailing_and_support_bearings.py:section_15_requirement_catalog,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15-CLASSIFICATION,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-15.1-TABLE-44-LOOKUP,15.1,procedure,standard_core/structural_detailing_and_support_bearings.py:table_44_maximum_spacing_m,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-TBL-44,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-15.1-SPACING-ASSESSMENT,15.1,procedure,standard_core/structural_detailing_and_support_bearings.py:temperature_joint_spacing_assessment_15_1,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-SPACING-ASSESSMENT,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-15.1-PAIRED-BRACING,15.1,procedure,standard_core/structural_detailing_and_support_bearings.py:paired_vertical_bracing_max_spacing_m_15_1,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-PAIRED-BRACING,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-15.12.1-BEARING-SELECTION,15.12.1,procedure,standard_core/structural_detailing_and_support_bearings.py:support_bearing_selection_15_12_1,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.1-BEARING-SELECTION,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-15.12.1-FRICTION,15.12.1,procedure,standard_core/structural_detailing_and_support_bearings.py:support_bearing_friction_coefficient_15_12_1,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.1-FRICTION,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-15.12.2-ANGLE-APPLICABILITY,15.12.2,procedure,standard_core/structural_detailing_and_support_bearings.py:cylindrical_hinge_bearing_check_15_12_2,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.2-ANGLE-APPLICABILITY,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-15.12.3-ROLLER-CHECK,15.12.3,procedure,standard_core/structural_detailing_and_support_bearings.py:roller_bearing_check_15_12_3,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.3-ROLLER-CHECK,implemented,Section 15 procedure implemented with explicit external boundaries.
SP16-PROC-16.1-MATERIAL-ROUTE,16.1,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_applicability_route,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.1-MATERIAL-ROUTE,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.1A-GROUP,16.1a,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_applicability_route,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.1A-GROUP,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.2-BOLT-ROUTE,16.2,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_applicability_route,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.2-BOLT-ROUTE,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.4-TABLE-45,16.4,procedure,standard_core.overhead_line_and_switchyard_supports.table_45_working_condition_factor,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.4-TABLE-45,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.4-NO-RY-RU-SUBSTITUTION,16.4,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_applicability_route,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.4-NO-RY-RU-SUBSTITUTION,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.5-PYRAMIDAL-MU,16.5,procedure,standard_core.overhead_line_and_switchyard_supports.pyramidal_effective_length_factor_clause_16_5,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.5-PYRAMIDAL-MU,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.7-BOLT-ECCENTRICITY,16.7,procedure,standard_core.overhead_line_and_switchyard_supports.angle_member_eccentricity_factors_clause_16_12,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.7-BOLT-ECCENTRICITY,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.8-AUXILIARIES,16.8,procedure,standard_core.overhead_line_and_switchyard_supports.guyed_support_second_order_auxiliaries,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.8-AUXILIARIES,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.10-BIAXIAL-GOVERNING,16.10,procedure,standard_core.overhead_line_and_switchyard_supports.triangular_additional_chord_force_eq208,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.10-BIAXIAL-GOVERNING,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.11-TRIANGULAR-SHEAR-ROUTE,16.11,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_applicability_route,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.11-TRIANGULAR-SHEAR-ROUTE,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.12-ANGLE-ROUTING,16.12,procedure,standard_core.overhead_line_and_switchyard_supports.angle_member_eccentricity_factors_clause_16_12,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.12-ANGLE-ROUTING,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.13-TRAVERSE-LENGTHS,16.13,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_detailing_checks,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.13-TRAVERSE-LENGTHS,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.14-SLENDERNESS,16.14,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_detailing_checks,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.14-SLENDERNESS,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.15-TABLE-46,16.15,procedure,standard_core.overhead_line_and_switchyard_supports.table_46_deformation_check,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.15-TABLE-46,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.16-DIAPHRAGM,16.16,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_detailing_checks,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.16-DIAPHRAGM,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.17-SINGLE-BOLT-EDGE,16.17,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_detailing_checks,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.17-SINGLE-BOLT-EDGE,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.18-BRACE-SIDES,16.18,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_detailing_checks,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.18-BRACE-SIDES,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.19-SPLICE-BOLTS,16.19,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_detailing_checks,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.19-SPLICE-BOLTS,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16.20-POLYGONAL-TUBE,16.20,procedure,standard_core.overhead_line_and_switchyard_supports.polygonal_tube_wall_stability_check,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.20-POLYGONAL-TUBE,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-16-EXTERNAL-LOADS,16.1-16.20,procedure,standard_core.overhead_line_and_switchyard_supports.section_16_applicability_route,tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16-EXTERNAL-LOADS,implemented,Explicit Section 16 procedure or external-boundary route.
SP16-PROC-17.1-MATERIAL-GROUP,17.1,procedure,standard_core.antenna_structures.antenna_structure_material_group_route_clause_17_1,tests/test_antenna_structures.py,V20-SP16-PROC-17.1-MATERIAL-GROUP,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.2-ROPE-SELECTION,17.2,procedure,standard_core.antenna_structures.steel_rope_selection_clause_17_2,tests/test_antenna_structures.py,V20-SP16-PROC-17.2-ROPE-SELECTION,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.3-ZINC-TERMINATION,17.3,procedure,standard_core.antenna_structures.rope_end_zinc_alloy_check_clause_17_3,tests/test_antenna_structures.py,V20-SP16-PROC-17.3-ZINC-TERMINATION,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.4-WIRE-ROUTE,17.4,procedure,standard_core.antenna_structures.antenna_wire_material_route_clause_17_4,tests/test_antenna_structures.py,V20-SP16-PROC-17.4-WIRE-ROUTE,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.5-GAMMA-M,17.5,procedure,standard_core.antenna_structures.wire_material_safety_factor_clause_17_5,tests/test_antenna_structures.py,V20-SP16-PROC-17.5-GAMMA-M,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.5-DESIGN-TENSION,17.5,procedure,standard_core.antenna_structures.wire_design_tension_force_clause_17_5,tests/test_antenna_structures.py,V20-SP16-PROC-17.5-DESIGN-TENSION,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.6-TABLE-47,17.6,procedure,standard_core.antenna_structures.table_47_working_condition_factor,tests/test_antenna_structures.py,V20-SP16-TBL-47,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.7-DEVIATION,17.7,procedure,standard_core.antenna_structures.support_relative_deviation_check_clause_17_7,tests/test_antenna_structures.py,V20-SP16-PROC-17.7-DEVIATION,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.8-ERECTION-CONNECTION,17.8,procedure,standard_core.antenna_structures.erection_connection_check_clause_17_8,tests/test_antenna_structures.py,V20-SP16-PROC-17.8-ERECTION-CONNECTION,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.9-LATTICE-AND-DEFLECTION,17.9,procedure,standard_core.antenna_structures.cross_lattice_and_platform_checks_clause_17_9,tests/test_antenna_structures.py,V20-SP16-PROC-17.9-LATTICE-AND-DEFLECTION,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.10-DIAPHRAGM,17.10,procedure,standard_core.antenna_structures.diaphragm_check_clause_17_10,tests/test_antenna_structures.py,V20-SP16-PROC-17.10-DIAPHRAGM,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.11-FLANGE-BOLTS,17.11,procedure,standard_core.antenna_structures.pipe_flange_bolt_layout_check_clause_17_11,tests/test_antenna_structures.py,V20-SP16-PROC-17.11-FLANGE-BOLTS,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.12-NODE-DETAILING,17.12,procedure,standard_core.antenna_structures.truss_node_detailing_checks_clause_17_12,tests/test_antenna_structures.py,V20-SP16-PROC-17.12-NODE-DETAILING,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.13-GUY-ATTACHMENT,17.13,procedure,standard_core.antenna_structures.guy_attachment_detailing_checks_clause_17_13,tests/test_antenna_structures.py,V20-SP16-PROC-17.13-GUY-ATTACHMENT,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.14-FLEXIBLE-INSERT,17.14,procedure,standard_core.antenna_structures.flexible_cable_insert_check_clause_17_14,tests/test_antenna_structures.py,V20-SP16-PROC-17.14-FLEXIBLE-INSERT,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.15-MECHANICAL-EVIDENCE,17.15,procedure,standard_core.antenna_structures.mechanical_detail_evidence_clause_17_15,tests/test_antenna_structures.py,V20-SP16-PROC-17.15-MECHANICAL-EVIDENCE,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.16-DAMPER-ROUTE,17.16,procedure,standard_core.antenna_structures.vibration_damper_design_clause_17_16,tests/test_antenna_structures.py,V20-SP16-PROC-17.16-DAMPER-ROUTE,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.17-MARKING,17.17,procedure,standard_core.antenna_structures.obstruction_marking_and_lighting_check_clause_17_17,tests/test_antenna_structures.py,V20-SP16-PROC-17.17-MARKING,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17.18-GALVANIZING,17.18,procedure,standard_core.antenna_structures.galvanizing_check_clause_17_18,tests/test_antenna_structures.py,V20-SP16-PROC-17.18-GALVANIZING,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-17-EXTERNAL-LOADS,17.1-17.18,procedure,standard_core.antenna_structures.antenna_structure_material_group_route_clause_17_1,tests/test_antenna_structures.py,V20-SP16-PROC-17-EXTERNAL-LOADS,implemented,Executable Section 17 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.1.1-CONDITION-CATEGORY,18.1.1,procedure,standard_core.reconstruction_assessment.technical_condition_category_clause_18_1_1,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.1.1-CONDITION-CATEGORY,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.1.2-MONITORING-AND-STRENGTHENING,18.1.2,procedure,standard_core.reconstruction_assessment.strengthening_and_monitoring_route_clause_18_1_2,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.1.2-MONITORING-AND-STRENGTHENING,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.1.3-CALCULATION-EXEMPTION,18.1.3,procedure,standard_core.reconstruction_assessment.verification_calculation_exemption_clause_18_1_3,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.1.3-CALCULATION-EXEMPTION,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.2.1-MATERIAL-EVIDENCE,18.2.1,procedure,standard_core.reconstruction_assessment.material_evidence_route_clause_18_2_1,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.1-MATERIAL-EVIDENCE,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.2.2-TEST-PROGRAM,18.2.2,procedure,standard_core.reconstruction_assessment.metal_test_program_clause_18_2_2,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.2-TEST-PROGRAM,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.2.3-PRE1950-INSTITUTE,18.2.3,procedure,standard_core.reconstruction_assessment.pre_1950_specialized_institute_route_clause_18_2_3,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.3-PRE1950-INSTITUTE,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.2.4-EXISTING-STEEL-RESISTANCE,18.2.4,procedure,standard_core.reconstruction_assessment.existing_steel_design_resistances_clause_18_2_4,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.4-EXISTING-STEEL-RESISTANCE,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.2.5-EXISTING-WELD-RESISTANCE,18.2.5,procedure,standard_core.reconstruction_assessment.existing_weld_resistance_defaults_clause_18_2_5,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.5-EXISTING-WELD-RESISTANCE,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.2.6-UNKNOWN-BOLT-RESISTANCE,18.2.6,procedure,standard_core.reconstruction_assessment.unknown_bolt_resistance_defaults_clause_18_2_6,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.6-UNKNOWN-BOLT-RESISTANCE,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.2.7-RIVETED-CONNECTION,18.2.7,procedure,standard_core.reconstruction_assessment.rivet_connection_capacity_clause_18_2_7,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.2.7-RIVETED-CONNECTION,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.3.1-BRITTLE-STEEL-ROUTE,18.3.1,procedure,standard_core.reconstruction_assessment.existing_structure_strengthening_route_clauses_18_3_1_to_18_3_4,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.1-BRITTLE-STEEL-ROUTE,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
SP16-PROC-18.3.2-ACTUAL-SCHEME-AND-DEFECTS,18.3.2,procedure,standard_core.reconstruction_assessment.existing_structure_strengthening_route_clauses_18_3_1_to_18_3_4,tests/test_reconstruction_assessment.py,V21-SP16-PROC-18.3.2-ACTUAL-SCHEME-AND-DEFECTS,implemented,Executable Section 18 procedure or explicit evidence/external-boundary route.
